comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
fidp6289fidp7656,fidp6289,Tests,fidp7656,CAGE Questionnaire,,,,C0451054,,,Active
fidp6289fidp7314,fidp6289,Tests,fidp7314,Calcium (Ca) Test,abk2263,blood calcium test,Surgical/Test Procedure,,,,Active
fidp6289fidp7315,fidp6289,Tests,fidp7315,Calf Squeeze Test,,,,C0427316,,,Active
fidp6289fidp7316,fidp6289,Tests,fidp7316,Cancer Antigen 125 (CA-125) Test,,,,,hw45058,,Active
fidp6289fidp8347,fidp6289,Tests,fidp8347,Cancer Screening (General),,,,,,BROAD,Active
fidp6289fidp7317,fidp6289,Tests,fidp7317,Carbon Dioxide (CO2) Test,abk8857,blood C02 test,Surgical/Test Procedure,,,,Active
fidp6289fidp7318,fidp6289,Tests,fidp7318,Carbon Monoxide (CO) Test,,,,,hw3942,,Active
fidp6289fidp7319,fidp6289,Tests,fidp7319,Carcinoembryonic Antigen (CEA) Test,,,,, hw3988,,Active
fidp6289fidp7320,fidp6289,Tests,fidp7320,Cardiac Blood Pool Scan,,,,,hw201275,,Active
fidp6289fidp7321,fidp6289,Tests,fidp7321,Cardiac Enzyme Studies,,,,,hw224485,,Active
fidp6289.fidp7322.abj9941,fidp6289,Tests,fidp7322,Cardiac Perfusion Scan,abj9941,cardiac perfusion scan,Surgical/Test Procedure,,,,Active
fidp6289.fidp8773.zc2239,fidp6289,Tests,fidp8773,Carotid Angiogram,zc2239,carotid angiogram,Surgical/Test Procedure,,,,Active
fidp6289fidp7323,fidp6289,Tests,fidp7323,Carpal Tunnel Syndrome Test,,,,,,MULTI - RDs/dmaps (hw211985),Active
fidp6289fidp7324,fidp6289,Tests,fidp7324,Catecholamines Test,,,,,"hw6078,tw12861",,Active
fidp6289fidp7325,fidp6289,Tests,fidp7325,CBC (Complete Blood Count),zw1271,Complete Blood Count (CBC),Surgical/Test Procedure,,,,Active
fidp6289fidp7326,fidp6289,Tests,fidp7326,CD4+ Count,,,,,"hw187031,tu6407",,Active
fidp6289fidp9184,fidp6289,Tests,fidp9184,Celiac Disease Antibodies Test,,,,,abq4989,,Active
fidp6289fidp7327,fidp6289,Tests,fidp7327,Cell-Free DNA Test,,,,,abp6915,,Active
fidp6289fidp8345,fidp6289,Tests,fidp8345,Cervical Cancer Screening,,,,C0281187,,,Active
fidp6289fidp7329,fidp6289,Tests,fidp7329,Chemistry Screen,,,,,,MULTI - rd/dmaps (tu6207),Active
fidp6289fidp7330,fidp6289,Tests,fidp7330,Chest X-Ray,av2884,"xray, chest",Surgical/Test Procedure,,,,Active
fidp6289fidp7331,fidp6289,Tests,fidp7331,Chlamydia Tests,ad1340,chlamydia test,Surgical/Test Procedure,,,,Active
fidp6289fidp7332,fidp6289,Tests,fidp7332,Chloride (Cl) Test,abk2273,blood chloride test,Surgical/Test Procedure,,,,Active
fidp6289fidp7333,fidp6289,Tests,fidp7333,Cholesterol and Triglycerides Tests,ud3724,lipid panel (cholesterol and triglyceride test),Surgical/Test Procedure,,,,Active
fidp6289.fidp7334.gapdoc00077,fidp6289,Tests,fidp7334,Chorionic Villus Sampling (CVS),gapdoc00077,chorionic villus sampling (cvs),Surgical/Test Procedure,,,,Active
fidp6289fidp8337,fidp6289,Tests,fidp8337,Clomiphene Challenge Test,,,,,,definition,Active
fidp6289fidp7335,fidp6289,Tests,fidp7335,Cold Agglutinins Test,,,,,hw4158,,Active
fidp6289fidp7336,fidp6289,Tests,fidp7336,Colon Cancer Genetic Testing,,,,,uf6901,,Active
fidp6289.fidp7337.ut3436,fidp6289,Tests,fidp7337,Colon Cancer Screening,ut3436,colon cancer screening,Prevention ,,,,Active
fidp6289fidp8134,fidp6289,Tests,fidp8134,Colorectal Cancer Screening,ut3436,colon cancer screening,Prevention ,,,,Active
fidp6289.fidp7341.zw1210,fidp6289,Tests,fidp7341,Computed Tomography (CT) Scan,zw1210,Computed Tomography (CT) Scan,Surgical/Test Procedure,,,,Active
fidp6289fidp7343,fidp6289,Tests,fidp7343,Contraction Stress Test,,,,,aa77493,,Active
fidp6289.fidp7344.abk8492,fidp6289,Tests,fidp7344,Coombs Test,abk8492,Coombs test,Surgical/Test Procedure,,,,Active
fidp6289fidp8774,fidp6289,Tests,fidp8774,Coronary Angiogram,gapdoc00180,cardiac cath/angiogram,Surgical/Test Procedure,,,,Active
fidp6289fidp7346,fidp6289,Tests,fidp7346,Coronary Calcium Scan,,,,,ux1083,,Active
fidp6289fidp7347,fidp6289,Tests,fidp7347,Cortisol Test,,,,,,"MULTI - hw6227, tw12871 (blood, urine)",Active
fidp6289fidp7348,fidp6289,Tests,fidp7348,C-Peptide Test,,,,,tu2817,,Active
fidp6289fidp7349,fidp6289,Tests,fidp7349,Cranial Ultrasound,,,,,tu6083,,Active
fidp6289.fidp7350.abk8483,fidp6289,Tests,fidp7350,C-Reactive Protein (CRP) Test,abk8483,C-reactive protein (CRP) test,Surgical/Test Procedure,,,,Active
fidp6289fidp9177,fidp6289,Tests,fidp9177,Creatine Kinase (CK) Test,,,,,abq5121,,Active
fidp6289fidp7351,fidp6289,Tests,fidp7351,Creatinine and Creatinine Clearance Tests,uf10334,"creatinine test, blood or urine",Surgical/Test Procedure,,,,Active
fidp6289fidp7653,fidp6289,Tests,fidp7653,CRH (Corticotropin-Releasing Hormone) Stimulation Test,,,,,te1826,,Active
fidp6289fidp8431,fidp6289,Tests,fidp8431,CT Angiogram,,,,,bo1097,,Active
fidp6289.fidp7353.ug6586,fidp6289,Tests,fidp7353,CT Scan of the Abdomen,ug6586,CT Scan of the Abdomen,Surgical/Test Procedure,,,,Active
fidp6289fidp7357,fidp6289,Tests,fidp7357,CT Scan of the Body,,,,,hw233596,,Active
fidp6289.fidp7354.ug6606,fidp6289,Tests,fidp7354,CT Scan of the Chest,ug6606,CT Scan of the Chest,Surgical/Test Procedure,,,,Active
fidp6289fidp7358,fidp6289,Tests,fidp7358,CT Scan of the Head and Face,ug6566,CT Scan of the Head,Surgical/Test Procedure,,,,Active
fidp6289fidp8286,fidp6289,Tests,fidp8286,CT Scan of the Neck,ug6685,"CT scan of the neck (soft tissue, not Cervical spine)",Surgical/Test Procedure,,,,Active
fidp6289.fidp7355.ug6616,fidp6289,Tests,fidp7355,CT Scan of the Pelvis,ug6616,CT Scan of the Pelvis,Surgical/Test Procedure,,,,Active
fidp6289fidp7356,fidp6289,Tests,fidp7356,CT Scan of the Spine,ug6626,CT Scan of the Cervical Spine,Surgical/Test Procedure,,,,Active
fidp6289fidp7359,fidp6289,Tests,fidp7359,Cystic Fibrosis Tests,,,,,,BROAD,Active
fidp6289fidp7360,fidp6289,Tests,fidp7360,Cystometry,,,,,hw210024,,Active
fidp6289fidp7362,fidp6289,Tests,fidp7362,Cystourethrogram,abk9072,Voiding Cystourethrogram (VCUG),Surgical/Test Procedure,,,,Active
fidp6289fidp7363,fidp6289,Tests,fidp7363,D-Dimer Test,,,,,abn2838,,Active
fidp6289.fidp7364.gapdoc00059,fidp6289,Tests,fidp7364,Dental Exam,gapdoc00059,dental exam,Surgical/Test Procedure,,,,Active
fidp6289fidp7365,fidp6289,Tests,fidp7365,Dental X-Ray,,,,C0034575,,,Active
fidp6289fidp7651,fidp6289,Tests,fidp7651,Depression Screening,,,,,aba5372,,Active
fidp6289fidp7366,fidp6289,Tests,fidp7366,Developmental Problems Testing,,,,,ug2268,,Active
fidp6289fidp7367,fidp6289,Tests,fidp7367,DHEA-S Test,,,,,abp5017,,Active
fidp6289fidp7368,fidp6289,Tests,fidp7368,Diabetes Tests,,,,,,BROAD,Active
fidp6289fidp8325,fidp6289,Tests,fidp8325,Dialysis Adequacy Tests,,,,,"aa136315,tb1418",,Active
fidp6289fidp8332,fidp6289,Tests,fidp8332,Digital Breast Tomosynthesis (DBT),,,,,,definition,Active
fidp6289fidp7369,fidp6289,Tests,fidp7369,Digital Rectal Exam (DRE),,,,C1384593,,,Active
fidp6289fidp8098,fidp6289,Tests,fidp8098,Discography (Discogram),,,,,zt1361,,Active
fidp6289fidp7370,fidp6289,Tests,fidp7370,Dix-Hallpike Test,,,,,hw262771,,Active
fidp6289fidp7371,fidp6289,Tests,fidp7371,DNA Fingerprinting,,,,C0079247,,,Active
fidp6289.fidp7372.av2854,fidp6289,Tests,fidp7372,Doppler Ultrasound,av2854,Doppler Ultrasound,Surgical/Test Procedure,,,,Active
fidp6289fidp7373,fidp6289,Tests,fidp7373,D-Xylose Absorption Test,,,,,hw6154,,Active
fidp6289fidp7374,fidp6289,Tests,fidp7374,Dye Disappearance Test,,,,C1633730,,,Active
fidp6289fidp7375,fidp6289,Tests,fidp7375,Ear Exam,,,,,"hw222815, hw227459, sig49611",,Active
fidp6289.fidp7377.ug5773,fidp6289,Tests,fidp7377,Electrocardiogram (EKG/ECG),ug5773,"Electrocardiogram (EKG, ECG): ",Surgical/Test Procedure,,,,Active
fidp6289fidp7378,fidp6289,Tests,fidp7378,Electroencephalogram (EEG),ug5897,EEG,Surgical/Test Procedure,,,,Active
fidp6289fidp8362,fidp6289,Tests,fidp8362,Electrolyte Panel,,,,C0519824,,,Active
fidp6289.fidp7379.gapdoc00232,fidp6289,Tests,fidp7379,Electromyogram (EMG),gapdoc00232,Electromyogram,Surgical/Test Procedure,,,,Active
fidp6289fidp7380,fidp6289,Tests,fidp7380,Electronystagmogram (ENG),,,,,aa76377,,Active
fidp6289fidp7381,fidp6289,Tests,fidp7381,Electrophysiology (EP) Study,zy1373,Electrophysiology Study with Catheter Ablation,Surgical/Test Procedure,,,,Active
fidp6289fidp8349,fidp6289,Tests,fidp8349,Endometrial Cancer Screening,,,,,,need custom concept,Active
fidp6289.fidp7384.av2918,fidp6289,Tests,fidp7384,Endoscopic Ultrasound (Oral),av2918,Endoscopic Ultrasound,Surgical/Test Procedure,,,,Active
fidp6289.fidp8329.av2928,fidp6289,Tests,fidp8329,Endoscopic Ultrasound (Rectal),av2928,Endoscopic Ultrasound (Rectal): ,Surgical/Test Procedure,,,,Active
fidp6289fidp7385,fidp6289,Tests,fidp7385,Epilepsy Tests,,,,,,BROAD,Active
fidp6289fidp8352,fidp6289,Tests,fidp8352,Esophageal Cancer Screening,,,,,,need custom concept,Active
fidp6289fidp7386,fidp6289,Tests,fidp7386,Esophagus Tests,,,,,hw4640,,Active
fidp6289fidp7387,fidp6289,Tests,fidp7387,Estrogen Test,,,,,hw6200,,Active
fidp6289fidp7388,fidp6289,Tests,fidp7388,Evoked Potential Test,,,,,hw190600,,Active
fidp6289.fidp7389.ug5887,fidp6289,Tests,fidp7389,Exercise Electrocardiogram (EKG/ECG),ug5887,exercise electrocardiogram (EKG/ECG),Surgical/Test Procedure,,,,Active
fidp6289fidp7390,fidp6289,Tests,fidp7390,Expressed Prostatic Secretions Test,,,,,hw72961,,Active
fidp6289fidp7391,fidp6289,Tests,fidp7391,Extremity X-Ray,,,,,hw213941,,Active
fidp6289fidp7392,fidp6289,Tests,fidp7392,Eye Exam,zx4604,eye exam,Surgical/Test Procedure,,,,Active
fidp6289fidp7393,fidp6289,Tests,fidp7393,Facial X-Ray,,,,,tu6266,,Active
fidp6289fidp8333,fidp6289,Tests,fidp8333,Fasting Blood Test,,,,,,definition,Active
fidp6289.fidp7394.zx4364,fidp6289,Tests,fidp7394,Fecal Immunochemical Test (FIT),zx4364,Fecal Immunochemical Test (FIT): ,Surgical/Test Procedure,,,,Active
fidp6289.fidp7395.ud3788,fidp6289,Tests,fidp7395,Fecal Occult Blood Test (FOBT),ud3788,Fecal Occult Blood Test (FOBT): ,Surgical/Test Procedure,,,,Active
fidp6289fidp7396,fidp6289,Tests,fidp7396,Ferritin Test,,,,,hw6212,,Active
fidp6289fidp7397,fidp6289,Tests,fidp7397,Fertility Awareness,,,,,hw214032,,Active
fidp6289fidp7399,fidp6289,Tests,fidp7399,Fetal Blood Sampling (FBS),,,,,hw141283,,Active
fidp6289fidp7400,fidp6289,Tests,fidp7400,Fetal Fibronectin Test,,,,,hw221557,,Active
fidp6289.fidp7401.abn2891,fidp6289,Tests,fidp7401,Fetal Heart Monitoring,abn2891,fetal heart monitoring,Medication/Device,,,,Active
fidp6289.fidp7402.gapdoc00071,fidp6289,Tests,fidp7402,Fetal Ultrasound,gapdoc00071,fetal ultrasound,Surgical/Test Procedure,,,,Active
fidp6289fidp7403,fidp6289,Tests,fidp7403,Fibromyalgia Test,,,,,,need custom concept,Active
fidp6289fidp8327,fidp6289,Tests,fidp8327,Fluoroscopy,,,,,,definition,Active
fidp6289fidp7404,fidp6289,Tests,fidp7404,Folic Acid Test,,,,,hw6522,,Active
fidp6289fidp7405,fidp6289,Tests,fidp7405,Follicle-Stimulating Hormone (FSH) Test,abk8866,FSH test,Surgical/Test Procedure,,,,Active
fidp6289fidp7406,fidp6289,Tests,fidp7406,Fungal Culture,,,,,"hw268533,hw28971",,Active
fidp6289fidp7407,fidp6289,Tests,fidp7407,Gait Analysis,,,,,aa55457,,Active
fidp6289fidp7408,fidp6289,Tests,fidp7408,Galactosemia Test,,,,,hw7694,,Active
fidp6289fidp7409,fidp6289,Tests,fidp7409,Gallbladder Scan,,,,,hw215119,,Active
fidp6289fidp7410,fidp6289,Tests,fidp7410,Gallium Scan,,,,,hw214778,,Active
fidp6289fidp7411,fidp6289,Tests,fidp7411,Gastrin Test,,,,C0202036,,,Active
fidp6289fidp7412,fidp6289,Tests,fidp7412,Genetic Testing and Screening,,,,,,BROAD,Active
fidp6289fidp7413,fidp6289,Tests,fidp7413,Genital Exam,,,,,,BROAD,Active
fidp6289fidp8363,fidp6289,Tests,fidp8363,Gestational Diabetes Screening,,,,C0260925,,,Active
fidp6289fidp7415,fidp6289,Tests,fidp7415,GGT (Gamma-Glutamyl Transferase) Test,abk8465,GGT (Gamma-Glutamyl Transferase): ,Surgical/Test Procedure,,,,Active
fidp6289fidp7416,fidp6289,Tests,fidp7416,Giardiasis Test,,,,,,"MULTI - hw186040, hw186097, hw186115 (fecal, antigen, string test)",Active
fidp6289fidp7417,fidp6289,Tests,fidp7417,Glaucoma Screening,gapdoc00103,glaucoma test/screening,Surgical/Test Procedure,,,,Active
fidp6289fidp8829,fidp6289,Tests,fidp8829,glomerular filtration rate,,,,C0017654,,,Active
fidp6289fidp7418,fidp6289,Tests,fidp7418,Gonioscopy,,,,C0018071,,,Active
fidp6289.fidp7419.gapdoc00079,fidp6289,Tests,fidp7419,Gonorrhea Test,gapdoc00079,gonorrhea test,Surgical/Test Procedure,,,,Active
fidp6289fidp7420,fidp6289,Tests,fidp7420,Growth Hormone Test,,,,C0202056,,,Active
fidp6289fidp7421,fidp6289,Tests,fidp7421,Gynecological Exam,,,,C0200044,,,Active
fidp6289fidp7422,fidp6289,Tests,fidp7422,H. Pylori Test,,,,,hw1531,,Active
fidp6289fidp7423,fidp6289,Tests,fidp7423,Hair Analysis,,,,,aa81648,,Active
fidp6289fidp8341,fidp6289,Tests,fidp8341,Health Screenings,,,,,,BROAD,Active
fidp6289fidp7424,fidp6289,Tests,fidp7424,Hearing Test,ug5970,hearing test-adults,Surgical/Test Procedure,,,,Active
fidp6289fidp8368,fidp6289,Tests,fidp8368,Heart Disease Screening,,,,C0420042,,,Active
fidp6289fidp7426,fidp6289,Tests,fidp7426,Heart Tests,,,,,,BROAD,Active
fidp6289fidp7427,fidp6289,Tests,fidp7427,Hemochromatosis Gene (HFE) Test,,,,,tv7864,,Active
fidp6289fidp7428,fidp6289,Tests,fidp7428,Hemoglobin Electrophoresis Test,,,,,hw39098,,Active
fidp6289fidp7429,fidp6289,Tests,fidp7429,Hepatitis A Virus Test,ug5713,Hepatitis A Virus Tests,Surgical/Test Procedure,,,,Active
fidp6289fidp7430,fidp6289,Tests,fidp7430,Hepatitis B Virus Test,ug5729,Hepatitis B Virus Tests,Surgical/Test Procedure,,,,Active
fidp6289fidp7431,fidp6289,Tests,fidp7431,Hepatitis C Virus Test,ug5739,Hepatitis C Virus Tests,Surgical/Test Procedure,,,,Active
fidp6289fidp7655,fidp6289,Tests,fidp7655,Hepatitis Panel Test,,,,,tr6161,,Active
fidp6289fidp7432,fidp6289,Tests,fidp7432,Herpes Tests,,,,,hw264763,,Active
fidp6289fidp7433,fidp6289,Tests,fidp7433,HIDA Scan,,,,,abo2371,,Active
fidp6289.fidp9160.abo3908,fidp6289,Tests,fidp9160,High-Sensitivity C-Reactive Protein (HS-CRP),abo3908,High-sensitivity C-Reactive Protein (hs-CRP),Surgical/Test Procedure,,,,Active
fidp6289.fidp7438.ut2621,fidp6289,Tests,fidp7438,HIV Test,ut2621,HIV test,Surgical/Test Procedure,,,,Active
fidp6289fidp8129,fidp6289,Tests,fidp8129,HIV Viral Load,,,,,hw178891,,Active
fidp6289fidp7434,fidp6289,Tests,fidp7434,Holter Monitoring,zw1230,holter monitor,Surgical/Test Procedure,,,,Active
fidp6289fidp7435,fidp6289,Tests,fidp7435,Homocysteine Blood Test,,,,,tu2008,,Active
fidp6289fidp7436,fidp6289,Tests,fidp7436,Hormone Inhibin A Test,,,,C0994508,,,Active
fidp6289fidp7437,fidp6289,Tests,fidp7437,Human Chorionic Gonadotropin (HCG) Test,,,,,hw42062,,Active
fidp6289fidp7439,fidp6289,Tests,fidp7439,Human Papillomavirus (HPV) Test,,,,,tu6451,,Active
fidp6289fidp7440,fidp6289,Tests,fidp7440,Hysterosalpingogram,,,,,aa16829,,Active
fidp6289fidp8338,fidp6289,Tests,fidp8338,Imaging Tests (General),,,,,,BROAD,Active
fidp6289fidp7398,fidp6289,Tests,fidp7398,Infertility Test,abl0219,Infertility testing,Surgical/Test Procedure,,,,Active
fidp6289fidp7442,fidp6289,Tests,fidp7442,Intravenous Pyelogram (IVP),,,,C0203108,,,Active
fidp6289.fidp7443.zx4179,fidp6289,Tests,fidp7443,Iron (Fe) Test,zx4179,iron test ,Surgical/Test Procedure,,,,Active
fidp6289fidp7444,fidp6289,Tests,fidp7444,Irritable Bowel Syndrome (IBS) Test,,,,,,need custom concept,Active
fidp6289.fidp7445.abl0201,fidp6289,Tests,fidp7445,Joint Fluid Analysis,abl0201,joint fluid analysis,Surgical/Test Procedure,,,,Active
fidp6289fidp7446,fidp6289,Tests,fidp7446,Joint X-Ray (Arthrogram),,,,,hw198411,,Active
fidp6289fidp7447,fidp6289,Tests,fidp7447,Karyotype Test,,,,,hw6392,,Active
fidp6289fidp7448,fidp6289,Tests,fidp7448,Ketone Test,,,,,,"MULTI -gapdoc00112,  gapdoc00125 (blood and urine)",Active
fidp6289fidp8324,fidp6289,Tests,fidp8324,Kidney Function Tests,,,,,"tb1311,ad1646",,Active
fidp6289fidp7450,fidp6289,Tests,fidp7450,Kidney Scan,,,,,hw234252,,Active
fidp6289fidp7451,fidp6289,Tests,fidp7451,Kidney Stone Analysis,,,,,hw7826,,Active
fidp6289fidp7452,fidp6289,Tests,fidp7452,KOH (Potassium Hydroxide) Test,,,,,,MULTI - several test docs,Active
fidp6289fidp7454,fidp6289,Tests,fidp7454,Lactic Acid Test,abk8474,Lactic Acid Dehydrogenase,Surgical/Test Procedure,,,,Active
fidp6289fidp7453,fidp6289,Tests,fidp7453,LDH Test,abk8474,Lactic Acid Dehydrogenase,Surgical/Test Procedure,,,,Active
fidp6289fidp7457,fidp6289,Tests,fidp7457,Lead (Pb) Test,zx4169,blood lead test,Surgical/Test Procedure,,,,Active
fidp6289fidp7458,fidp6289,Tests,fidp7458,Lice Exam,,,,,hw50825,,Active
fidp6289fidp7459,fidp6289,Tests,fidp7459,Lipase Blood Test,,,,,hw7976,,Active
fidp6289fidp7460,fidp6289,Tests,fidp7460,Liver and Spleen Scan,,,,,hw232188,,Active
fidp6289fidp8350,fidp6289,Tests,fidp8350,Liver Cancer Screening,,,,,,need custom concept,Active
