comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
fidp7650fidp8754,fidp7650,Procedures,fidp8754,Choanal Atresia Repair,,,,,tu6501,,Active
fidp7650.fidp7733.tw12609,fidp7650,Procedures,fidp7733,Circumcision,tw12609,circumcision,Surgical/Test Procedure,,,,Active
fidp7650.fidp7734.ud1756,fidp7650,Procedures,fidp7734,Cleft Lip Repair,ud1756,Cleft Lip Repair,Surgical/Test Procedure,,,,Active
fidp7650.fidp7735.zc2658,fidp7650,Procedures,fidp7735,Cleft Palate Repair,zc2658,cleft palate repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7736,fidp7650,Procedures,fidp7736,Closed Reduction of Fractured Bone,ud1706,"bone fracture, closed reduction",Surgical/Test Procedure,,,,Active
fidp7650fidp7738,fidp7650,Procedures,fidp7738,Clotting Factor Replacement,,,,C0005789,,,Active
fidp7650.fidp7739.ug3806,fidp7650,Procedures,fidp7739,Cochlear Implant Surgery,ug3806,Cochlear Implant Surgery,Surgical/Test Procedure,,,,Active
fidp7650.fidp8418.zb1303,fidp7650,Procedures,fidp8418,Colonoscopy,zb1303,Colonoscopy,Surgical/Test Procedure,,,,Active
fidp7650.fidp7740.ud1233,fidp7650,Procedures,fidp7740,Colostomy,ud1233,Colostomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp8420.uf10320,fidp7650,Procedures,fidp8420,Colposcopy,uf10320,colposcopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7741,fidp7650,Procedures,fidp7741,Cone Biopsy,ud1265,cervical cone biopsy,Surgical/Test Procedure,,,,Active
fidp7650fidp7742,fidp7650,Procedures,fidp7742,Congenital Heart Defect Repair,zc2727,heart defect repair,Surgical/Test Procedure,,,,Active
fidp7650fidp8739,fidp7650,Procedures,fidp8739,Continuous Passive Motion (CPM) Therapy,,,,C0026604,,,Active
treatment.fidp3240.gapdoc00023,treatment,Treatment Types,fidp3240,Palliative Care,,palliative care,Symptom,,gapdoc00023,,Active
fidp7650fidp8471,fidp7650,Procedures,fidp8471,Continuous Positive Airway Pressure (CPAP) Therapy,gapdoc00168,CPAP,Medication/Device,,,,Active
fidp7650fidp7743,fidp7650,Procedures,fidp7743,Corneal Ring Implants,,,,,aa126957,,Active
fidp7650fidp7744,fidp7650,Procedures,fidp7744,Corneal Transplant,,,,,,"MULTI - abk5911, abk9007 (full thickness, partial thickness)",Active
fidp7650fidp8784,fidp7650,Procedures,fidp8784,Coronary Angioplasty,uf9390,Percutaneous Coronary Intervention,Surgical/Test Procedure,,,,Active
fidp7650fidp7745,fidp7650,Procedures,fidp7745,Coronary Artery Bypass Surgery,ud1743,CABG (coronary artery bypass surgery),Surgical/Test Procedure,,,,Active
fidp7650fidp8785,fidp7650,Procedures,fidp8785,Corpus Callosotomy,,,,,,definition,Active
fidp7650fidp8765,fidp7650,Procedures,fidp8765,Corticosteroid (Steroid) Injection,,,,,,definition,Active
fidp7650fidp7747,fidp7650,Procedures,fidp7747,Cosmetic Procedures,,,,,,BROAD,Active
fidp7650.fidp7748.zy1337,fidp7650,Procedures,fidp7748,Craniotomy,zy1337,Craniotomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8738,fidp7650,Procedures,fidp8738,Crohn's Disease Surgery,,,,,,BROAD (ug4253),Active
fidp7650fidp7749,fidp7650,Procedures,fidp7749,Cryopexy,,,,C0185024,,,Active
fidp7650fidp7750,fidp7650,Procedures,fidp7750,Cryotherapy,,,,,,"MULTI (skin cancer, abnormal cervical cell changes, warts, seborrheic keratosis)",Active
fidp7650fidp7752,fidp7650,Procedures,fidp7752,Cryotherapy of the Cervix,zp4421,cryotherapy of cervix,Surgical/Test Procedure,,,,Active
fidp7650fidp7753,fidp7650,Procedures,fidp7753,Curettage,,,,,,"MULTI - abp7908,tn8449 (skin cancer, seborrheic keratosis)",Active
fidp7650fidp7754,fidp7650,Procedures,fidp7754,Curettage and Electrosurgery,,,,,,"MULTI - aa40747,hw264415 (nonmelanoma skin cancer, warts)",Active
fidp7650fidp8786,fidp7650,Procedures,fidp8786,Cyclodestructive Surgery,,,,,hw153385,,Active
fidp7650fidp7755,fidp7650,Procedures,fidp7755,Cystectomy,,,,,,MULTI - ug3923; ud1605 (w/ continental reservoir;  w/ illeal conduit),Active
fidp7650fidp7756,fidp7650,Procedures,fidp7756,Cystocele (Bladder Prolapse) Surgery,,,,,,Part of zy1244 pelvic prolapse repair RD,Active
fidp7650.fidp8404.uf7796,fidp7650,Procedures,fidp8404,Cystoscopy,uf7796,Cystoscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7758,fidp7650,Procedures,fidp7758,De Quervain's Tendon Surgery,ud1920,De Quervain's Tendon Release,Surgical/Test Procedure,,,,Active
fidp7650fidp8787,fidp7650,Procedures,fidp8787,Debridement,,,,,hw70350,Specific to Rotator Cuff Disorders,Active
fidp7650fidp8766,fidp7650,Procedures,fidp8766,Decompressive Surgery,,,,,,definition,Active
fidp7650fidp7759,fidp7650,Procedures,fidp7759,Deep Brain Stimulation (DBS),,,,,hw90970,,Active
fidp7650fidp8472,fidp7650,Procedures,fidp8472,Dental Fillings and Crowns,,,,,,BROAD,Active
fidp7650fidp7760,fidp7650,Procedures,fidp7760,Dental Implants,,,,,uh1782,,Active
fidp7650fidp8809,fidp7650,Procedures,fidp8809,Dental Sealants,,,,,abq2666,,Active
fidp7650fidp8756,fidp7650,Procedures,fidp8756,Dental Splints for Temporomandibular Disorders,,,,,hw209264,,Active
fidp7650fidp7761,fidp7650,Procedures,fidp7761,Dermabrasion,,,,C0011593,,,Active
fidp7650fidp7986,fidp7650,Procedures,fidp7986,Deviated Septum Repair,,,,,uf6155,,Active
fidp7650fidp7762,fidp7650,Procedures,fidp7762,Dialysis,,,,,,BROAD,Active
fidp7650.fidp7763.zc2334,fidp7650,Procedures,fidp7763,Dilation and Curettage (D&C),zc2334,Dilation and Curettage (D&C): ,Surgical/Test Procedure,,,,Active
fidp7650fidp7764,fidp7650,Procedures,fidp7764,Dilation and Evacuation (D&E),,,,,tw2462 ,Child of av2707 Surgical Abortion,Active
fidp7650fidp7765,fidp7650,Procedures,fidp7765,Drug-Eluting Stenting,,,,,te7690,,Active
fidp7650fidp7766,fidp7650,Procedures,fidp7766,Dupuytren's Contracture Surgery,,,,,,"MULTI - ud1629, abk2013 (fasciectomy, needle aponeurotomy)",Active
fidp7650.fidp7767.zc2354,fidp7650,Procedures,fidp7767,Ear Tube Placement,zc2354,ear tube placement,Surgical/Test Procedure,,,,Active
fidp7650.fidp7768.zc2412,fidp7650,Procedures,fidp7768,Elbow Arthroscopy,zc2412,elbow arthroscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7769,fidp7650,Procedures,fidp7769,Electrical Nerve Stimulation,,,,,,"MULTI - aa138962,tn9286,tr3497spec (epilepsy, pain relief)",Active
fidp7650fidp7770,fidp7650,Procedures,fidp7770,Electrical Stimulation for Urinary Incontinence,,,,,hw220147,,Active
fidp7650fidp7719,fidp7650,Procedures,fidp7719,Electrocautery,,,,,,"MULTI - tn8448,tw3527 (seborrheic keratosis, genital warts)",Active
fidp7650.fidp7771.gapdoc00188,fidp7650,Procedures,fidp7771,Electroconvulsive Therapy (ECT),gapdoc00188,Electroconvulsive Therapy,Mental & Behavioral Therapy,,,,Active
fidp7650fidp7772,fidp7650,Procedures,fidp7772,Electrolysis,,,,C0191463,,,Active
fidp7650.fidp7775.av2653,fidp7650,Procedures,fidp7775,Endometrial Ablation,av2653,Endometrial Ablation,Surgical/Test Procedure,,,,Active
fidp7650fidp8408,fidp7650,Procedures,fidp8408,Endometrial Biopsy,,,,,"hw4583,uh4318",,Active
fidp7650fidp7776,fidp7650,Procedures,fidp7776,Endometriosis Surgery,,,,,,BROAD ,Active
fidp7650fidp7777,fidp7650,Procedures,fidp7777,Endoscopic Carpal Tunnel Surgery,gapdoc00184,Endoscopic Carpal Tunnel Release,Surgical/Test Procedure,,,,Active
fidp7650fidp8102,fidp7650,Procedures,fidp8102,Endoscopic Sclerotherapy,,,,,,MULTI - aa87512 (also has dmaps for Variceal Banding),Active
fidp7650.fidp7780.ug3524,fidp7650,Procedures,fidp7780,Endoscopic Sinus Surgery,ug3524,Endoscopic Sinus Surgery,Surgical/Test Procedure,,,,Active
fidp7650fidp8430,fidp7650,Procedures,fidp8430,Endoscopy (General),,,Surgical/Test Procedure,,,BROAD - definition,Active
fidp7650fidp8767,fidp7650,Procedures,fidp8767,Endotracheal Intubation,,,,,,definition,Active
fidp7650fidp7781,fidp7650,Procedures,fidp7781,Endovascular Aneurysm Repair (EVAR),ud1765,AAA repair,,,,,Active
fidp7650fidp7782,fidp7650,Procedures,fidp7782,Endovascular Carotid Stent Placement,ud2963 ,carotid artery stent placement,Surgical/Test Procedure,,,,Active
fidp7650fidp7784,fidp7650,Procedures,fidp7784,Enterocele (Small Bowel Prolapse) Surgery,,,,,,Part of zy1244 pelvic prolapse repair,Active
fidp7650fidp7785,fidp7650,Procedures,fidp7785,Epidural Anesthesia,zy1433,epidural catheter/epidural anesthesia,,,,,Active
fidp7650fidp8473,fidp7650,Procedures,fidp8473,Epidural Steroid Injection,,,,,"abk1059,zy1437",,Active
fidp7650fidp8788,fidp7650,Procedures,fidp8788,Epiphysiodesis,,,,,,definition,Active
fidp7650.fidp7786.zc2338,fidp7650,Procedures,fidp7786,Episiotomy,zc2338,Episiotomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp7788.bo1346,fidp7650,Procedures,fidp7788,Esophageal Dilation,bo1346,Esophageal Dilation,Surgical/Test Procedure,,,,Active
fidp7650.fidp7789.ug3756,fidp7650,Procedures,fidp7789,Esophagectomy,ug3756,esophagectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8789,fidp7650,Procedures,fidp8789,Excision of Malignant Skin Lesion,,,,,,BROAD,Active
fidp7650fidp7791,fidp7650,Procedures,fidp7791,External Cephalic Version for Breech Position,gapdoc00019,external cephalic version (of breech baby),Surgical/Test Procedure,,,,Active
fidp7650fidp7793,fidp7650,Procedures,fidp7793,Eyelid Surgery,zy1659,eye lid surgery,Surgical/Test Procedure,,,,Active
fidp7650.fidp7794.zc2667,fidp7650,Procedures,fidp7794,Face-Lift,zc2667,Face lift,Surgical/Test Procedure,,,,Active
fidp7650fidp8833,fidp7650,Procedures,fidp8833,Facet Joint Injection,,,Surgical/Test Procedure,,,"MULTI - gapdoc00212, gapdoc00213 (cervical/thoracic; lumbar/sacral)",Active
fidp7650.fidp7795.ud2640,fidp7650,Procedures,fidp7795,Facial Trauma Repair,ud2640,Facial Trauma Repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7797,fidp7650,Procedures,fidp7797,Fallopian Tube Procedures,,,,,,BROAD (hw203637),Active
fidp7650.fidp7799.ud2005,fidp7650,Procedures,fidp7799,Femoral Endarterectomy,ud2005,Femoral Endarterectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8889,fidp7650,Procedures,fidp8889,Femoral Nerve Block,,,,,abq3759,,Active
fidp7650fidp7800,fidp7650,Procedures,fidp7800,Femoral-Tibial Bypass Surgery,abk2359,femoral tibial/popliteal bypass,Surgical/Test Procedure,,,,Active
fidp7650fidp7801,fidp7650,Procedures,fidp7801,Femoropopliteal Bypass (Fem-Pop Bypass),abk2359,femoral tibial/popliteal bypass,Surgical/Test Procedure,,,,Active
fidp7650fidp7802,fidp7650,Procedures,fidp7802,Fetal Blood Transfusion,,,,C0005843,,,Active
fidp7650fidp8763,fidp7650,Procedures,fidp8763,Fine Needle Aspiration,,,,,,definition,Active
fidp7650fidp7803,fidp7650,Procedures,fidp7803,Flap Procedure for Gum Disease,,,,C0398961,,,Active
fidp7650.fidp7804.zu2075,fidp7650,Procedures,fidp7804,Foot Amputation,zu2075,foot amputation,Surgical/Test Procedure,,,,Active
fidp7650fidp7805,fidp7650,Procedures,fidp7805,Foot Surgery,,,,,,BROAD (C0188413 and children),Active
fidp7650.fidp7806.abn3187,fidp7650,Procedures,fidp7806,Forceps-Assisted Delivery,abn3187,forceps assisted delivery,Surgical/Test Procedure,,,,Active
fidp7650fidp7810,fidp7650,Procedures,fidp7810,Fundoplication Surgery,ug3440,Nissen Fundoplication,Surgical/Test Procedure,,,,Active
fidp7650fidp7811,fidp7650,Procedures,fidp7811,Gallbladder Removal Surgery,,,,,,"MULTI - ug3371 (open, laparoscopic � )",Active
fidp7650fidp7812,fidp7650,Procedures,fidp7812,Ganglion Aspiration,,,,,tw1694,,Active
fidp7650fidp7813,fidp7650,Procedures,fidp7813,Ganglion Cyst Removal,,,,,tw1675,,Active
fidp7650.fidp7814.zc1966,fidp7650,Procedures,fidp7814,Gastrectomy,zc1966,Gastrectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp7815,fidp7650,Procedures,fidp7815,Gastric Banding,ud2672,"gastric banding, laparoscopic",Surgical/Test Procedure,,,,Active
fidp7650fidp7816,fidp7650,Procedures,fidp7816,General Anesthesia,,,,C0002915,,,Active
fidp7650fidp8409,fidp7650,Procedures,fidp8409,Genital Warts Biopsy,,,,,hw104865,,Active
fidp7650fidp8740,fidp7650,Procedures,fidp8740,Genital Warts Removal,,,,,,"MULTI - tw3555, hw103806, hw103896",Active
fidp7650fidp7817,fidp7650,Procedures,fidp7817,Gingivectomy,,,,C0017573,,,Active
fidp7650fidp7818,fidp7650,Procedures,fidp7818,Glaucoma Surgery,,,,,,BROAD (C0197489 and children),Active
fidp7650fidp7819,fidp7650,Procedures,fidp7819,Goniotomy,,,,C0018072,,,Active
fidp7650fidp7820,fidp7650,Procedures,fidp7820,Hair Transplant Surgery,,,,C0191626,,,Active
fidp7650.fidp7821.zu2053,fidp7650,Procedures,fidp7821,Hammer Toe Surgery,zu2053,hammer toe surgery,Surgical/Test Procedure,,,,Active
fidp7650fidp7822,fidp7650,Procedures,fidp7822,Hand Surgery,,,,,,BROAD (aa19199 and children),Active
fidp7650fidp8474,fidp7650,Procedures,fidp8474,Heart Catheterization,gapdoc00180,cardiac cath/angiogram,Surgical/Test Procedure,,,,Active
fidp7650.fidp7823.zc2727,fidp7650,Procedures,fidp7823,Heart Defect Repair,zc2727,heart defect repair,Surgical/Test Procedure,,,,Active
fidp7650.fidp7824.abk5351,fidp7650,Procedures,fidp7824,Heart Transplant,abk5351,Heart Transplant,Surgical/Test Procedure,,,,Active
fidp7650.fidp7825.ud2545,fidp7650,Procedures,fidp7825,Heart Valve Surgery,ud2545,heart valve surgery,Surgical/Test Procedure,,,,Active
fidp7650fidp7826,fidp7650,Procedures,fidp7826,Hemispherectomy,,,,,d23740044,,Active
fidp7650.fidp7827.gapdoc00010,fidp7650,Procedures,fidp7827,Hemodialysis,gapdoc00010,hemodialysis,Surgical/Test Procedure,,,,Active
fidp7650fidp8744,fidp7650,Procedures,fidp8744,Hemodialysis Vascular Access,ug4015,hemodialysis access,Surgical/Test Procedure,,,,Active
fidp7650fidp7846,fidp7650,Procedures,fidp7846,Hemorrhoid Incision,,,,,hw212087,,Active
fidp7650fidp7828,fidp7650,Procedures,fidp7828,Hemorrhoid Infrared Photocoagulation,abk7002,hemorrhoid infrared photocouagulation,Surgical/Test Procedure,,,,Active
